institution,betweenness_centrality
Shenzhen Institutes of Advanced Technology,7.38912199510133e-07
University of Birmingham,7.38912199510133e-07
Walker (United States),7.38912199510133e-07
University of Waikato,7.38912199510133e-07
Indian Institute of Tropical Meteorology,7.38912199510133e-07
Innopolis University,7.38912199510133e-07
Tianjin University,7.38912199510133e-07
Machine Intelligence Research Labs,7.38912199510133e-07
TU Wien,7.38912199510133e-07
University of South Florida,7.319766895981718e-07
Université Clermont Auvergne,7.221686933197006e-07
European Molecular Biology Laboratory,7.221686933197006e-07
CEA Cadarache,7.221686933197006e-07
CEA Grenoble,7.221686933197006e-07
Simula Research Laboratory,7.221686933197006e-07
"Institut de Génétique, Environnement et Protection des Plantes",7.221686933197006e-07
University of Cincinnati,6.4305579948084e-07
University of Jyväskylä,6.4305579948084e-07
Tunis El Manar University,5.629795696628004e-07
Bahir Dar University,5.629795696628004e-07
Hemel Hempstead Hospital,5.629795696628004e-07
The Geneva Association,5.629795696628004e-07
South London and Maudsley NHS Foundation Trust,5.629795696628004e-07
Centre for Mental Health,5.629795696628004e-07
Peking University Sixth Hospital,5.629795696628004e-07
Guangzhou Medical University,5.629795696628004e-07
NLR Nepal,5.629795696628004e-07
Sierra Leone Urban Research Centre,5.629795696628004e-07
Haramaya University,5.629795696628004e-07
Schizophrenia Research Foundation,5.629795696628004e-07
Jiwaji University,5.581457108589636e-07
Autonomous University of Sinaloa,5.581457108589636e-07
Federal Institute of Hydrology,5.581457108589636e-07
Research Center for Eco-Environmental Sciences,5.581457108589636e-07
Laboratoire Chrono-Environnement,5.581457108589636e-07
Centre de Recherche et d’Enseignement de Géosciences de l’Environnement,5.581457108589636e-07
Istituto di Ricerche Chimiche e Biochimiche G. Ronzoni,5.581457108589636e-07
University of Algarve,5.581457108589636e-07
Aix-Marseille Université,5.581457108589636e-07
National Geophysical Research Institute,5.581457108589636e-07
Centre Hospitalier Universitaire de Besançon,5.581457108589636e-07
Universidad Nacional de Colombia,5.581457108589636e-07
Houston Institute for Clinical Research,4.839635960921447e-07
National University Heart Centre Singapore,4.839635960921447e-07
National University Hospital,4.839635960921447e-07
Asian Institute of Gastroenterology,4.839635960921447e-07
Nottingham City Hospital,4.839635960921447e-07
Virginia Commonwealth University,4.839635960921447e-07
Father Muller Medical College Hospital,4.57980231930537e-07
National Health Service,4.57980231930537e-07
University Hospital Southampton NHS Foundation Trust,4.57980231930537e-07
Max Healthcare,4.57980231930537e-07
"University of California, Irvine",4.5522638787229936e-07
Sarah Cannon,4.5522638787229936e-07
Mirati Therapeutics (United States),4.5522638787229936e-07
Mary Crowley Cancer Research Center,4.5522638787229936e-07
Virginia Cancer Specialists,4.5522638787229936e-07
Woodlands Hospital,4.5522638787229936e-07
Tennessee Oncology,4.5522638787229936e-07
Mayo Clinic Hospital,4.5522638787229936e-07
Hasanuddin University,4.161757183046416e-07
Mawlana Bhashani Science and Technology University,4.161757183046416e-07
University of Development Alternative,4.161757183046416e-07
Indian Veterinary Research Institute,4.161757183046416e-07
Chattogram Veterinary and Animal Sciences University,4.161757183046416e-07
Jahangirnagar University,4.161757183046416e-07
University of Chittagong,4.161757183046416e-07
National Institute of Technology Warangal,3.83942999054353e-07
West Bengal State University,3.83942999054353e-07
National Research Council,3.83942999054353e-07
Presidency University,3.83942999054353e-07
École Nationale Supérieure de Chimie de Montpellier,3.83942999054353e-07
Institute for Experimental Endocrinology and Oncology,3.83942999054353e-07
Jadavpur University,3.83942999054353e-07
Indian Institute of Chemical Technology,3.83942999054353e-07
Institut Européen des Membranes,3.83942999054353e-07
University of Allahabad,3.83942999054353e-07
Indraprastha Institute of Information Technology Delhi,3.83942999054353e-07
Kakatiya University,3.83942999054353e-07
Instituto de Productos Naturales y Agrobiología,3.83942999054353e-07
Christian Medical College,2.838575199312546e-07
Heart and Stroke Foundation,2.838575199312546e-07
Universität für Weiterbildung Krems,2.838575199312546e-07
Auckland University of Technology,2.838575199312546e-07
Universidade Federal do Rio Grande do Sul,2.838575199312546e-07
Christian Medical College & Hospital,2.838575199312546e-07
Skåne University Hospital,2.838575199312546e-07
Université de Sherbrooke,2.5620041760514735e-07
Universidade Federal de Pelotas,2.5620041760514735e-07
Ifakara Health Institute,2.5620041760514735e-07
Universidad Peruana Cayetano Heredia,2.5620041760514735e-07
Regional Medical Research Centre,2.5620041760514735e-07
The George Institute for Global Health,2.5620041760514735e-07
Region Zealand,2.5620041760514735e-07
"Dr. D. Y. Patil Medical College, Hospital and Research Centre",2.5092675957877606e-07
Städtisches Klinikum Dresden,2.5092675957877606e-07
Magadh University,2.153163065837499e-07
"Vietnam National University, Hanoi",2.153163065837499e-07
HHL Leipzig Graduate School of Management,2.0533529209577852e-07
Universidade de Santiago de Compostela,2.0533529209577852e-07
Rowan University,2.0533529209577852e-07
University of Beira Interior,2.0533529209577852e-07
University of Zagreb,2.0533529209577852e-07
University of Messina,2.0533529209577852e-07
Parthenope University of Naples,2.0533529209577852e-07
Lappeenranta-Lahti University of Technology,2.0533529209577852e-07
Ministry of Health,1.6674504154372108e-07
Aga Khan University,1.6674504154372108e-07
Liverpool School of Tropical Medicine,1.6674504154372108e-07
Voluntary Health Services Hospital,1.6674504154372108e-07
Fondation Congolaise Pour La Recherche Médicale,1.6674504154372108e-07
Energy Consulting Network (Denmark),1.6674504154372108e-07
Istituti Clinici Scientifici Maugeri,1.6674504154372108e-07
UCL Biomedical Research Centre,1.6674504154372108e-07
Méditerranée Infection Foundation,1.6674504154372108e-07
Indus Hospital,1.6674504154372108e-07
Champalimaud Foundation,1.6674504154372108e-07
Kenyatta University,1.6674504154372108e-07
Amsterdam Institute for Global Health and Development,1.6060940303215468e-07
Institut de Recherches Géologiques et Minières,1.6060940303215468e-07
Université Pédagogique Nationale,1.6060940303215468e-07
Central Midwest Water Science Center,1.6060940303215468e-07
National Technical University of Athens,1.6060940303215468e-07
Njala University,1.6060940303215468e-07
South China Normal University,1.6060940303215468e-07
Center for Marine and Oceanographic Research,1.6060940303215468e-07
Agricultural Biotechnology Research Institute of Iran,1.6060940303215468e-07
Ministry of Health and Social Welfare,1.6060940303215468e-07
Agricultural University of Tirana,1.6060940303215468e-07
Southern Leyte State University,1.6060940303215468e-07
Patuakhali Science and Technology University,1.6060940303215468e-07
United States Geological Survey,1.6060940303215468e-07
Smithsonian Tropical Research Institute,1.6060940303215468e-07
Universiti Putra Malaysia,1.6060940303215468e-07
Georgian Technical University,1.6060940303215468e-07
Universidad Andrés Bello,1.6060940303215468e-07
Université Joseph Ki-Zerbo,1.6060940303215468e-07
National University of Lesotho,1.6060940303215468e-07
University of Iceland,1.6060940303215468e-07
City University of Hong Kong,1.6060940303215468e-07
International University of Monaco,1.6060940303215468e-07
ECT Oekotoxikologie (Germany),1.6060940303215468e-07
Université d'Abomey-Calavi,1.6060940303215468e-07
Universidad Nacional del Centro del Perú,1.6060940303215468e-07
University of Gujrat,1.6060940303215468e-07
Universidad Nacional,1.6060940303215468e-07
Yerevan State University,1.6060940303215468e-07
Universidad del Valle,1.6060940303215468e-07
Nazarbayev University,1.6060940303215468e-07
Higher University of San Andrés,1.6060940303215468e-07
Universidad Mayor,1.6060940303215468e-07
Universidad de Santiago de Chile,1.6060940303215468e-07
L. N. Gumilyov Eurasian National University,1.6060940303215468e-07
Kingston University,1.6060940303215468e-07
Al-Quds University,1.6060940303215468e-07
Lagos State Polytechnic,1.6060940303215468e-07
Instituto Federal do Rio Grande do Norte,1.6060940303215468e-07
University of Minnesota System,1.5761325071527737e-07
META Health,1.5761325071527737e-07
"International Institute of Information Technology, Hyderabad",1.5761325071527737e-07
King Abdullah University of Science and Technology,1.5761325071527737e-07
University of Catania,1.5761325071527737e-07
Dartmouth Hospital,1.5761325071527737e-07
Carnegie Mellon University Africa,1.5761325071527737e-07
Moscow Institute of Thermal Technology,1.5761325071527737e-07
Berkeley College,1.5761325071527737e-07
California University of Pennsylvania,1.5761325071527737e-07
Banasthali University,1.5182183025469377e-07
Central Institute of Post-Harvest Engineering and Technology,1.5182183025469377e-07
Indian Agricultural Research Institute,1.5182183025469377e-07
Tea Research Association,1.5182183025469377e-07
National Research Centre for Integrated Pest Management,1.5182183025469377e-07
Universidad Politécnica de Puebla,1.5182183025469377e-07
Gurukul Kangri Vishwavidyalaya,1.5182183025469377e-07
Translational Health Science and Technology Institute,1.5182183025469377e-07
Ministry of Food Processing Industries,1.5182183025469377e-07
Baba Farid University of Health Sciences,1.5182183025469377e-07
University of Reading,1.0605465765431535e-07
University of Bologna,1.0605465765431535e-07
Indiana University Bloomington,9.091488308928356e-08
Nigerian Institute of Medical Research,9.091488308928356e-08
New York University,9.091488308928356e-08
München Klinik,9.091488308928356e-08
Instituto Nacional de Salud Pública,9.091488308928356e-08
World Resources Institute,9.091488308928356e-08
Health Effects Institute,9.091488308928356e-08
Boston College,9.091488308928356e-08
Alliance for Health Policy and Systems Research,9.091488308928356e-08
National Institute of Environmental Health Sciences,9.091488308928356e-08
Pure Earth,9.091488308928356e-08
Consortium of Universities for Global Health,9.091488308928356e-08
XinHua Hospital,9.091488308928356e-08
World Bank,9.091488308928356e-08
O. P. Jindal Global University,8.758377387971595e-08
Birzeit University,8.539954327893246e-08
University of New England,8.539954327893246e-08
University of Milano-Bicocca,8.539954327893246e-08
De Montfort University,8.539954327893246e-08
University of Santo Tomas,8.539954327893246e-08
Sokoine University of Agriculture,8.539954327893246e-08
Menoufia University,8.539954327893246e-08
University of Greenwich,8.539954327893246e-08
University of Salford,8.539954327893246e-08
Sultan Qaboos University,8.539954327893246e-08
Constantine the Philosopher University in Nitra,8.539954327893246e-08
Kyambogo University,8.539954327893246e-08
University of Bergen,8.539954327893246e-08
Obafemi Awolowo University,8.539954327893246e-08
Alexandru Ioan Cuza University,8.539954327893246e-08
Nagoya University of Commerce and Business,8.539954327893246e-08
Universidad Tecnológica de Bolívar,8.539954327893246e-08
Universidad de Jaén,8.539954327893246e-08
Universidad Católica del Norte,8.539954327893246e-08
Pontifical Catholic University of Rio de Janeiro,8.539954327893246e-08
Van Yüzüncü Yıl Üniversitesi,8.539954327893246e-08
Kuban State University,8.539954327893246e-08
University of Nigeria,8.539954327893246e-08
Bielefeld University,8.539954327893246e-08
Örebro University,8.539954327893246e-08
Darmstadt University of Applied Sciences,8.539954327893246e-08
Airlangga University,8.539954327893246e-08
Almaarefa University,3.503350955188638e-08
Alfaisal University,3.503350955188638e-08
Baba Ghulam Shah Badshah University,3.503350955188638e-08
Career Point University,3.503350955188638e-08
National Institute of Genetic Engineering and Biotechnology,3.336524719227274e-08
Sabzevar University of Medical Sciences,3.336524719227274e-08
University of Babylon,3.336524719227274e-08
Shahid Beheshti University of Medical Sciences,3.336524719227274e-08
Cihan University Sulaimaniya,3.336524719227274e-08
Chulabhorn Hospital,3.336524719227274e-08
Suez Canal University,3.336524719227274e-08
Cihan University-Erbil,3.336524719227274e-08
Al-Farahidi University,3.336524719227274e-08
Tyumen State Medical University,3.336524719227274e-08
University of Karbala,3.336524719227274e-08
Ministry of Higher Education and Scientific Research,3.336524719227274e-08
Al-Nisour University College,3.336524719227274e-08
University of Madras,3.336524719227274e-08
University of Mosul,3.336524719227274e-08
Alliance University,1.2975373908106066e-08
Mahidol University,1.2975373908106066e-08
University of Phayao,1.2975373908106066e-08
Qazvin University of Medical Sciences,1.2975373908106066e-08
St. Jude Children's Research Hospital,3.3848801499407127e-09
Nalanda University,0.0
Central University of Jammu,0.0
West Bengal University of Animal and Fishery Sciences,0.0
KTH Royal Institute of Technology,0.0
AIMST University,0.0
Mahsa University,0.0
Muscat College,0.0
University of Kuala Lumpur,0.0
University of Veterinary and Animal Sciences,0.0
Catholic University of Daegu,0.0
Siksha O Anusandhan University,0.0
Rama Devi Women's University,0.0
University of Calicut,0.0
Zimmerman Associates (United States),0.0
Bangladesh University of Textiles,0.0
Taiyuan University of Science and Technology,0.0
Bodoland University,0.0
North East Institute of Science and Technology,0.0
Central Institute of Technology Kokrajhar,0.0
Assam University,0.0
Florida Gulf Coast University,0.0
Gujarat Cancer Society,0.0
Central Leather Research Institute,0.0
Bar-Ilan University,0.0
Alma Mater Europaea,0.0
University of Maribor,0.0
Complexity Science Hub Vienna,0.0
China Medical University Hospital,0.0
Institute of Microbial Technology,0.0
Sher-e-Bangla Agricultural University,0.0
Persian Gulf University,0.0
Islamic Azad University of Shiraz,0.0
University of Minho,0.0
Indian Institute of Technology Bhubaneswar,0.0
Mansoura University,0.0
Luleå University of Technology,0.0
University for Business and Technology,0.0
University of Essex,0.0
University of Kent,0.0
University of Asia Pacific,0.0
Nova Southeastern University,0.0
Centre for Chronic Disease Control,0.0
Agenzia Regionale Parchi,0.0
Regione Lazio,0.0
London Metropolitan University,0.0
Qujing Normal University,0.0
Institute of Microbiology,0.0
Agroscope,0.0
French Community of Belgium,0.0
Vale Technological Institute,0.0
University of Warsaw,0.0
University of Silesia in Katowice,0.0
National Center for Genetic Engineering and Biotechnology,0.0
Zhongkai University of Agriculture and Engineering,0.0
Danderyds sjukhus,0.0
Agharkar Research Institute,0.0
West Pomeranian University of Technology,0.0
Ahi Evran University,0.0
Universidade Federal de Pernambuco,0.0
"Royal Botanic Gardens, Kew",0.0
Field Museum of Natural History,0.0
Swedish University of Agricultural Sciences,0.0
University of South Bohemia in České Budějovice,0.0
National Institute of Fundamental Studies,0.0
Mae Fah Luang University,0.0
Universidade Federal do Rio Grande do Norte,0.0
University of Gdańsk,0.0
Estación Experimental del Zaidín,0.0
H.S. Skovoroda Kharkiv National Pedagogical University,0.0
Institute for Research and Development,0.0
All-Russian Institute of Plant Protection,0.0
Texas A&M University at Galveston,0.0
Aligarh Muslim University,0.0
Carol Davila University of Medicine and Pharmacy,0.0
Guru Nanak Dev University,0.0
University of Medicine and Pharmacy of Craiova,0.0
Universidad del Azuay,0.0
G.B. Pant Institute of Himalayan Environment and Development,0.0
Tezpur University,0.0
Universidade Federal de Mato Grosso do Sul,0.0
University of Ruhuna,0.0
Meise Botanic Garden,0.0
Museu Paraense Emílio Goeldi,0.0
University of Debrecen,0.0
National Science and Technology Development Agency,0.0
Kunming Institute of Botany,0.0
Universidad Autónoma de Chiriquí,0.0
National Bureau of Plant Genetic Resources,0.0
Government of Mizoram,0.0
Prince Sattam Bin Abdulaziz University,0.0
Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu,0.0
Arturo Prat University,0.0
National Institute of Pharmaceutical Education and Research,0.0
Zhejiang A & F University,0.0
Foshan University,0.0
University of Wuppertal,0.0
National Environmental Engineering Research Institute,0.0
Kansas State University,0.0
National University of Civil Engineering,0.0
University of Newcastle Australia,0.0
Yangzhou University,0.0
Kidney Health Australia,0.0
Pusan National University,0.0
Central Salt and Marine Chemicals Research Institute,0.0
Indian Institute of Information Technology Allahabad,0.0
Chang Gung University,0.0
Central Electrochemical Research Institute,0.0
NIHR MindTech MedTech Co-operative,0.0
Indian Institute of Management Calcutta,0.0
Techno India University,0.0
Singapore-HUJ Alliance for Research and Enterprise,0.0
Indira Gandhi Centre for Atomic Research,0.0
Mizan Tepi University,0.0
Panjab University,0.0
Texas Tech University,0.0
Guru Gobind Singh Medical College and Hospital,0.0
Texas Tech University Health Sciences Center,0.0
Universiti Teknologi Brunei,0.0
VIT-AP University,0.0
University of West Bohemia,0.0
Indira Gandhi Agricultural University,0.0
Jawaharlal Nehru Krishi Vishwa Vidyalaya,0.0
Indian Institute of Vegetable Research,0.0
Central Rice Research Institute,0.0
Kinnaird College for Women University,0.0
Western Norway University of Applied Sciences,0.0
Brandon University,0.0
University of Management and Technology,0.0
Air University,0.0
Chhatrapati Shahu Ji Maharaj University,0.0
North-West University,0.0
Washington State University,0.0
Indian Institute of Technology Dhanbad,0.0
Dr. Hari Singh Gour University,0.0
"Indian Institute of Information Technology, Nagpur",0.0
Shiraz University of Medical Sciences,0.0
PES University,0.0
Princess Alexandra Hospital,0.0
Kurdistan University of Medical Sciences,0.0
Hellenic Mediterranean University,0.0
Software Competence Center Hagenberg (Austria),0.0
Beijing Institute of Technology,0.0
Qilu University of Technology,0.0
Zhengzhou University of Light Industry,0.0
Shandong Academy of Sciences,0.0
Nanjing University,0.0
Aalto University,0.0
Universitas Budi Luhur,0.0
University of Reggio Calabria,0.0
Madurai Kamaraj University,0.0
Haute École Provinciale de Hainaut Condorcet,0.0
Laboratoire Science & technologie du Lait & de l'œuf,0.0
Punjab Agricultural University,0.0
Anadolu University,0.0
Korea Advanced Institute of Science and Technology,0.0
An-Najah National University,0.0
Ambedkar University Delhi,0.0
Beijing Normal University,0.0
Institut National des Sciences Appliquées de Rennes,0.0
"Laboratoire d'Automatique, de Mécanique et d'Informatique Industrielles et Humaines",0.0
Eskişehir City Hospital,0.0
Universidad Internacional De La Rioja,0.0
INSA Hauts-de-France,0.0
Université Polytechnique Hauts-de-France,0.0
Shri Mata Vaishno Devi University,0.0
Indus University,0.0
University of South Carolina,0.0
National Centre for Disease Informatics and Research,0.0
Fu Jen Catholic University,0.0
Dr. Ram Manohar Lohia Avadh University,0.0
National Institute for Interdisciplinary Science and Technology,0.0
Instituto de Tecnología Química,0.0
Target (United States),0.0
Institute for Stem Cell Biology and Regenerative Medicine,0.0
State Key Laboratory of Reproductive Medicine,0.0
Jain University,0.0
Dongguk University,0.0
Singapore University of Technology and Design,0.0
Edinburgh Napier University,0.0
Gujarat Technological University,0.0
Pondicherry University,0.0
Durban University of Technology,0.0
Deen Dayal Upadhyaya Gorakhpur University,0.0
Indian Council of Medical Research,0.0
Galgotias University,0.0
Central University of Haryana,0.0
National University of Science and Technology,0.0
Riga Technical University,0.0
Instituto de Química y Fisicoquímica Biológicas,0.0
Babasaheb Bhimrao Ambedkar University,0.0
Babu Banarasi Das University,0.0
Mangalmay Institute of Management and Technology,0.0
National Institute of Technology Kurukshetra,0.0
Mahavir Cancer Institute and Research Centre,0.0
Defence Institute of Advanced Technology,0.0
King Abdulaziz City for Science and Technology,0.0
Odisha University of Agriculture and Technology,0.0
Qassim University,0.0
Majmaah University,0.0
CT Group Of Institutions,0.0
Institute of Business Management,0.0
Punjab Technical University,0.0
University of Cagliari,0.0
Centre for Advanced Bioenergy Research,0.0
International Centre for Genetic Engineering and Biotechnology,0.0
Indira Gandhi National Tribal University,0.0
Yamagata University,0.0
Netaji Subhas University of Technology,0.0
Universiti Sains Malaysia,0.0
University of Alabama,0.0
SASTRA University,0.0
King Faisal University,0.0
Society for Cardiovascular Angiography and Interventions,0.0
BML Munjal University,0.0
Manav Rachna International Institute of Research and Studies,0.0
Joint Commission,0.0
Grace (United States),0.0
House of Representatives,0.0
Association of Chartered Certified Accountants,0.0
Karen Hospital,0.0
Dawn Research (United States),0.0
Institute of Molecular Medicine,0.0
Jubilant Life Sciences (India),0.0
Khyber Medical University,0.0
Hospital Dr. Gustavo Fricke,0.0
Nirma University,0.0
American University of Sharjah,0.0
Universiti Teknologi Petronas,0.0
Technological University Dublin,0.0
Brno University of Technology,0.0
Rajiv Gandhi Institute of Petroleum Technology,0.0
Swami Ramanand Teerth Marathwada University,0.0
Dong-A University,0.0
Abasyn University,0.0
Materials Processing (United States),0.0
Tyrone County Hospital,0.0
Institute of Chemical Technology,0.0
University of the West of England,0.0
Xavier School of Management,0.0
Dubai Pharmacy College,0.0
CMH Lahore Medical College and Institute of Dentistry,0.0
Combined Military Hospital,0.0
University of Science and Technology of Fujairah,0.0
Institute of Medical Sciences,0.0
John D Bray MD,0.0
Indian Institute of Management Lucknow,0.0
Institute of Advanced Study in Science and Technology,0.0
Imam Abdulrahman Bin Faisal University,0.0
University of Hawaiʻi at Mānoa,0.0
Pasteur Institute of Iran,0.0
Northwest A&F University,0.0
University of Borås,0.0
Al-Azhar University,0.0
Zhengzhou University,0.0
Universiti Brunei Darussalam,0.0
